,Astrocyte,Microglia-PVM,L2/3 IT,Oligodendrocyte,Chandelier,Endothelial,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5 Lhx6,OPC,Pax6,Pvalb,Sncg,Sst,Sst Chodl,VLMC,Vip
212,SGCZ,GNB4,CEBPD,MT2A,EDNRA,TGFBR2,RCSD1,MIR3667HG,MT3,WHRN,LINC02008,DBNDD2,LOC101927026,ZNF804A,PYCARD,APOLD1,HIF1A,HLA-DOA,STOM,SLC9A9,DCANP1,FCGR1A,TFRC,LUZP2
213,B3GNT5,SLC2A5,LINC01876,PWRN1,RASGRP3,PLCE1,ATP1A2,AXL,KIF26B,HIF1A,RNASET2,KCNIP1,PECAM1,LGR5,TACR1,RNF220,SUCLG2-DT,ATP1B2,LPCAT2,MPZL2,LINC00543,NOS1,SP100,DISC1FP1
214,CD99,CPB2-AS1,PELI1,PDLIM1,HIF1A,DNAH11,CPB2,CDH20,PLCH1,LINC01505,MCTP2,SLC2A1,RGS20,LUZP2,CCL20,ST6GALNAC3,TCF7L1,LINC01411,PDE3A,VNN1,IGHV3-74,FOS,SAMD4A,CABLES1
215,DISC1,ARHGAP30,TMEM144,PLD1,VAV3,KIAA1217,SLC19A1,ADAMTS18,GALNT15,IFNG-AS1,CYBB,LINC01091,ERBIN,SPATA22,CIMAP1B,SIGLEC1,THBS2,LINC01505,SPI1,RNASE3,TAF11L14,TTN,PKP2,ITPKB
216,FCER1G,FOXP2,CDH23,CRH,SOCS6,PRR5L,RASSF8,LOC613266,AOAH,SLC19A1,FGF1,NR2F2-AS1,LINC00676,LRMDA,FCGR2B,LINC02930,MBP,LAMP2,WDR49,LINC00676,IGHVII-44-2,TIE1,C1orf87,CCL19
217,RERG,SGCZ,NTN1,CCL4L2,CLMN,LAMA3,RAB31,SOX10,ADCY7,VAV1,EYS,PALD1,LOC101929538,SLC7A11,GLUL,LINC01374,CPB2,TENT5A,XRCC4,MSX2,IGKV2D-19,CR1,PIEZO2,DOCK1
218,DOCK10,MEIS1,LYPD2,CD69,WAKMAR2,ADAMTSL1,CEBPD,CNDP1,HLA-C,LPAR6,FAXDC2,GASK1B-AS1,FPR3,NWD1,SAGE1,UST,MROH9,FBN2,LINC01505,TM4SF1,LINC01960,HLA-A,DDX60L,DENND3
219,ADAP2,FGD3,TPRG1,LINC02513,NDUFA4L2,ARHGAP45,ENTPD1,FAM149A,LOC101927141,LAMP2,LPAR6,HSPB8,SLC6A13,PDGFB,GATA2,ST6GAL1,SLC22A3,CDKN1C,LNC-LBCS,MARCKSL1,AHSP,ADAM12,THBS2,S100A8
220,LINC01876,MBNL3,IGHG3,MYO1G,P2RY12,EMP2,TMTC2,ANKRD37,WDR49,SUCLG2-DT,RHOU,SLC6A13,IL18RAP,LDLRAD3,SOWAHD,PCSK6,PARP4,ADGRV1,L3MBTL4,SDK1,IGHV3-13,SCN10A,S100A8,SUCLG2-DT
221,MT1F,MARCHF3,SUCLG2,LINC00543,LINC00276,MUSK,RERG,ADAM28,NCKAP1L,WIPF1,ALOX5,TF,LRIG1,LY96,LINC01375,DISC1,PDE3A,CECR2,PSD2,CD55,IL2,NKAIN3,RBPMS,CD36
222,PMP22,ATP11C,LINC02090,ICOS,SLC1A2,TTN,CTSZ,PLCH1,LDB3,SLC9A9,RNF125,ZBTB20,DISC1FP1,PGM5,MPZL2,FN1,NTNG1,PLSCR1,CMTM7,IFI16,TRAV12-2,HIF1A-AS3,FGF1,GZMH
223,AQP4,LOC101927745,CCL8,UICLM,TAGLN,ANKRD37,MARCHF3,ABCC9,NR4A3,HLA-DRB1,ADIPOR2,CHRM2,ARHGAP25,COL21A1,JCHAIN,PARP4,ACACB,HTR2C,MYO1E,P2RY10,SIT1,STK33,NR2F2-AS1,CXCL2
224,MYO1F,PTGS1,TRBV21-1,SUCNR1,PELI1,VAV3,SLC35F4,RYR3,LUCAT1,FAM114A1,RASGRP3,CDKN1C,CD48,DACH2,HAPLN2,COL4A4,WIPF1,OLR1,LINC01470,CLIC3,CCR2,COL4A1,RUNX2,UICLM
225,CHI3L1,LOC102546299,AOAH,ZNF385D-AS2,TLR1,PLEKHH1,USP6NL,PLXDC2,ADAM12,RNF220,MYO5B,TBC1D16,LOC105377448,PLD1,IGKC,NOTCH2,ENOX2,ALDH1L1,BEST3,TRBV18,CXCL9,ATP8B4,SDK1,TRGC2
226,GLI2,RBM47,REG1A,TNF,MOG,AIF1L,IL18,PRRX1,LURAP1L-AS1,LOC613266,LOC101927314,NTN1,SAT1,LOC285626,MOBP,GLIS3,FOS,RASAL3,TF,ZIC4,LOC102724104,GPNMB,AASS,REG1A
227,SERPINE1,LRIG1,LINC00676,FGFBP2,APOLD1,PARD3B,DISP1,CIITA,LINC02694,CARD8,TAGLN,CEBPD,LILRA4,AGA-DT,IGHG3,DLEU1,CABLES1,GSN,NPL,H2BC9,LOC442497,LINC02712,UACA,CCR2
228,ADAMTS17,CD53,IGHVII-44-2,SSPN,QDPR,KYNU,THEMIS,LTBP2,PLEKHH2,CPNE2,PDGFRB,HSPA1B,CCL19,ENPP2,IGHV3-7,SLC2A1,CYP27A1,LINC03048,PELI1,UICLM,IGHV5-78,LOC101927745,LOC124903183,C2CD4B
229,PARP4,MTUS1,IGHJ5,H1-5,SASH3,CTXND1,GPC5,SLC6A13,MYO10,MGAM,LINC01374,SLC2A3,HGF,RYR3,FGFBP2,BCAN,C10orf90,SLC16A9,ADAM12,LCE1C,CCL8,NDE1,CREB5,GZMB
230,CDKN2B-AS1,EPS8,DCANP1,WIPF1,ZNF804B,CST3,LINC01505,SUCLG2-DT,PKP2,TLR1,IL17RA,LOC101926964,CP,HLA-DQA1,CCL8,LOC613266,IGHG1,ADAMTS18,SYNE2,HOXA2,LINC02090,GLIS3,LNCAROD,IGLC2
231,RGS12,ITGB2-AS1,IGKV2D-19,GZMK,SIGLEC7,NPAS3,HSPA1B,COL4A4,DBNDD2,CTSZ,TGFB1,HIPK2,PGM5,NCKAP1L,CXCL10,LAT2,SUCLG2,USP6NL,ACSL1,TRBV21-1,IGHV3-7,LHFPL3-AS1,NKD1,ARHGEF26
232,TRPM3,TMC6,IGHV3-74,LYPD2,SEMA6A-AS1,RASGEF1B,IL17RA,SYNE2,HIF1A,CHST11,ATP13A4,CARD8,EOMES,ENOX2,AHSP,ACACB,NKD1,LAMA2,PLPP4,IGHE,CEBPE,SLC4A4,PLD1,FASLG
233,DDIT4,AKAP13,IGHV3-79,IGHE,DISP1,LINC01088,ADAM12,EPCAM-DT,HS3ST5,LOC105370532,TGFBI,MAML3,TMTC2,COL9A1,IGHJ5,SLC11A1,NEAT1,ELF1,SEMA5A,IGHG2,TREML4,FOLH1,LINC02381,GZMK
234,LOC107984203,HCK,IGLC1,TRAV20,NXPH2,TSPAN15,LURAP1L-AS1,ARHGAP31,LAMA2,PAICS,TRPC6,RANBP3L,LOC107985126,SLAIN1,LYPD2,FOXO1,SERPINA3,CD55,NTN1,TAF11L14,IGHG1,MEIS1,GPC5,HAPLN2
235,PLEKHH2,NLRP1,IGKJ2,IGHA1,SLFN12,PCAT1,TANC1,MIR325HG,DAPK2,KCTD12,NHSL1,LOC105377862,NHSL1,ZFHX3,IGHV3-15,STEAP4,ALK,CTSB,ZNF385D-AS2,DCANP1,CCR5,RBPMS,SSPN,CXCL10
236,CD55,FAM20A,IGLC3,TRBV21-1,CCR1,PLSCR4,ST6GALNAC3,SOCS6,AKAP13,GLDN,CXCL3,PRKCQ,IPCEF1,ARHGAP6,IGHV3-13,CP,EGLN3,SYNE2,LINC03048,IGHV3-7,TRBV21-1,PACRG-AS3,ATP11C,IL2RG
237,THSD4,RASSF8,IGHVIII-76-1,TRAV8-6,MAP3K8,CLEC5A,JUNB,ENTPD1,LINC01505,LRIG1,PTN,PREX1,CD2,THBS1,IGHM,GLUL,HS3ST5,NDRG1,CHRNA7,IGHV3-13,NLRP6,IL18,LY96,IGHM
238,SLC24A3,EDA,KRTAP4-2,PRR23D2,SASH1,S100A11,SLC2A1,LINC01482,CD83,LOC107984203,TM4SF1,CCL3L1,CRH,LINC02055,PRR23D2,CD48,SELENOP,KCNK13,SYNPR,IGHV3-15,CD2,TRIM59,ZHX2,IGHV3-79
239,PMP2,TGFBR2,IFITM5,IGHV3-79,LURAP1L-AS1,S100A9,KCNQ1,IL17RA,CP,COL25A1,ENOX2,RGCC,THSD7A,PLPP4,KRTAP4-2,DDX60L,BEST1,ADGRG1,TMEM163,IGHV5-78,PCK1,ALOX5,GRAMD2B,CCL14
240,FGF13,GCNT2,PRR23D2,IGHVIII-76-1,HISLA,EPS8,CCL3,LINC02649,PELI1,IL17RA,SYNPR,CIITA,LOC101929528,PITPNC1,MFSD6L,GPR183,RUNX2,RGS18,APCDD1,IGHV3-74,GAPT,LINC02649,EBF1,HOXA2
241,CHD7,MNDA,KRTAP4-16,IGHVII-44-2,NRXN1-DT,DPP10,ATP13A4,TMEM71,HILPDA,LINC01877,LAMA4,LOC105377448,CXCL10,HIF1A-AS3,DEFB4A,DOCK10,LINC01411,CLEC2B,CD83,MRGPRG-AS1,CLIC3,RIN2,RGS12,PRR23D2
242,EMC10,PDE1C,IGHV3-7,MFSD6L,PLIN2,CRYAB,PWRN1,SIGLEC10,WHRN,LOC105378311,ACSL1,CD36,SLAMF1,ARHGEF26,APOA4,SEMA6A-AS1,PDE1C,ACSL1,SCD,CXCL9,KIR2DL1,HSPA2,WHRN,CSH1
243,LOC101927745,ARHGAP31,LCE1C,DCANP1,AOAH,CD58,TF,TMEM144,MIR325HG,ZBTB20,STK33,CTLA4,ICOS,CDKN1A,CSH1,RPS6KA1,CDC14A,PLP1,LAMA2,SOX17,GZMB,LAMP2,PLIN2,IGLC3
244,COL25A1,DHRS9,IGHV3-15,TAF11L14,CTSB,JCHAIN,MAGEA4,HS3ST5,LINC02232,HIF3A,MS4A1,LRP4-AS1,LOC124903386,HILPDA,IGHE,LOC105376380,DDX60L,MYO5B,LOC101927745,IGKV2D-19,IGHM,ALK,SLC24A3,LINC01960
245,FGD4,ITGA6,IGHV3-13,MRGPRG-AS1,CYTIP,PLEKHA7,CD69,IL4R,OTULINL,TLR6,SSPN,MEIS1,FOXF1,MARCKSL1,IGHG2,GIMAP6,PLCE1,SLC7A2,FOXF1,IGHG3,CTLA4,ELOVL7,IPCEF1,IGHVII-44-2
246,LNC-LBCS,SLC19A1,IGHV5-78,CTLA4,TBC1D16,RAB31,TRBV28,ST6GAL1,TRAF3IP3,HS3ST5,NTN1,USP6NL,P2RY10,TAF11L14,IGHV3-74,SPI1,CST3,GGT5,ICOS,LIF,CXCL10,PARP14,BMP6,XIRP1
247,WIF1,ITGB2,TRAV6,IGHJ5,BCL2A1,MIR646HG,CPVL,CFAP47,CD163L1,C8orf34,MID1,FGD4,CTLA4,RIPOR3,IGHVII-44-2,PCK1,RYR3,TNS3,LINC00472,CETN1,LILRA4,MKRN3,FENDRR,MRGPRG-AS1
248,FGFR2,IKZF1,TRAV20,CSH1,SLC44A1,PDE7B-AS1,REG1A,SIGLEC1,PLSCR1,TRAF3IP3,SPHKAP,TGFBR1,TREML4,CD163L1,LOC105376380,LINC02999,SASH1,LINC01090,LOC105370315,LINC00543,CD69,SLC2A3,RUNX3,IGHVIII-76-1
249,MUSK,MRC2,TRAV8-6,IFITM5,PRIMA1,UACA,SLC9A9,CREB5,GNB4,HGF,CRYAB,CPB2-AS1,APOA4,TNFRSF11B,LINC00543,CTLA4,PLXDC2,SIGLEC7,LINC01960,LINC01960,TNF,IL1RN,HDAC2-AS2,IGKV2D-19
250,ANXA8,HSPA6,OR6C74,LOC105376380,PBX3,NAMPT,TAGLN,CDH23,CRH,P2RY12,LOC124903183,LINC00676,SIT1,SLC6A13,TAF11L14,ADH1B,PALD1,KLF4,CSF3,IGHJ5,RNASE3,FOLR2,CLEC9A,SERPINA4
251,HLA-A,CLEC9A,CSH1,CT45A10,SIRPB2,HIP1,CD83,NTN1,SLC19A1,ATP13A4,S100A8,PRF1,LINC01960,COL4A1,CETN1,MYCT1,IL18RAP,LINC01416,CD79B,IGHVII-44-2,HLA-A,TLR10,TLR4,MAGEA4
252,SFMBT2,TMTC2,TAF11L14,KRTAP4-16,TF,HOXB3,LOC102724104,RAB31,PLEKHA7,ANGPT1,GALNT15,PCSK6,CCL8,SUCNR1,TRAV20,KIR2DL3,TNF,TRGC2,PCK1,PMAIP1,TRAV6,SYNPR,STEAP1B,H2AC18
253,ACSS1,RGS16,TRAV12-2,TRAV12-2,CD180,PLA2G4A,IFNG,GPR183,SLC6A13,CRYBG3,BBOX1,NLRP6,IFNG,LINC00298,TRAV16,FPR3,FAXDC2,LINC00276,IL6,IGHVIII-76-1,CXCL3,TBX18,OBI1-AS1,TRAV20
254,IFI44,MS4A4E,MRGPRG-AS1,TRAV6,RASSF2,CAVIN2,LOC613266,ENG,CPVL,LHCGR,A2M,UICLM,GZMB,TBC1D16,IGHV5-78,LNC-LBCS,NHSL1,SLC16A12,SLC39A11,REG1A,SEMA3G,LINC02930,TSC22D4,IGHE
255,TBC1D16,STEAP1B,IGLC2,TRAV4,CLECL1P,LINC00472,CCR2,KCNIP1,NPL,ERG,LINC00472,REG1A,SOX17,ARHGAP24,LCE1C,HHEX,CCL8,IL1R2,APOA4,KRTAP4-2,CD79B,EPB42,MROH9,IGHG2
256,LOC101927314,LINC01684,TRAV4,SERPINA4,MEGF11,LINC00299,IGHM,RIN2,LOC101927314,CHRM5,GIMAP7,KIF6,GAPT,KCNN3,H2AC13,PLCH1,SLC6A20,LRRC1,SOX17,MFSD6L,ABCC4,LOC105377448,HEYL,LINC00543
257,FAM149A,SEMA6A,IL2,IGLC2,SLC2A5,PSTPIP2,H2AC18,RGS12,LINC01088,PRAM1,CCL3,MBP,DCANP1,AGBL1,OR6C74,LINC01090,ZNF98,MPEG1,LOC442497,PRR30,MYCT1,CTNNA3,IL1RL1,DCANP1
258,CPB2-AS1,BEST1,DEFB4A,IGLV1-40,CHRNA7,LOC105374438,TRAV4,ZNRF3,ELF1,ROBO2,OTULINL,LILRA4,LOC442497,RASGRP3,REG1A,LILRA4,ANOS1,ABCC4,TAF11L14,H2AC18,LINC00676,MEGF11,COL3A1,TRAV16
259,APCDD1,LILRB4,TRAV16,IGKJ2,LAMP2,COL4A4,MSX2,ATP8B4,ADGRD1,PELI1,ADAM12,MFSD6L,KRTAP4-2,ZHX2,HOXA2,FTL,TPD52L1,ROR1,IGHVIII-76-1,IGLV1-40,IGLC2,QKI,SEMA3C,IGHV3-13
260,ALDH1L1,TTYH2,SERPINA4,LINC01960,HSPB8,MYCT1,ALK,LINC01470,CEMIP,EMC10,ICOS,DEFB4A,CETN1,NTN1,IFITM5,SSPN,SULF2,LINC01179,MRGPRG-AS1,IGLC1,IL6,COL9A2,RMST,IGLV1-40
261,ATP1B2,DISC1,MAGEA4,REG1A,LINC01960,STC1,CCL8,LAMA4,RASSF8,LINC02232,NXPH2,CP,PRR23D2,IL17RA,IGHVIII-76-1,CEACAM4,BCL6,AZGP1,H2AC18,IGLC2,CXCR6,DEPP1,PAWR,TAF11L14
262,RUNX1,RAD51B,IGHG2,MAGEA4,XYLT1,MYOF,ASCL4,LOC105371366,MIR3681HG,NR4A3,SOCS3,GAPT,CSH1,ANKRD44,IGLV1-40,NCF4,TREM2,IL18RAP,CETN1,CSF3,UICLM,KLK6,BEST3,IGHV3-15
263,BMP2K,LPCAT2,CCL19,IGHV3-74,LINC01091,ARHGAP25,CSH1,UTRN,PTN,LINC01179,CNTN2,ICOS,RNASE3,SLC7A5,IGKJ2,IL1A,PHLDB1,FAM149A,IGHVII-44-2,CCL8,CXCL1,MYH11,ACSL1,KRTAP4-2
264,SLAIN1,SOX6,IGHE,LCE1C,LGR5,F3,IGHV3-74,GPR149,B4GALT1,LOC285626,CYTH4,B4GALT1,IGKV2D-19,FCMR,TRBV21-1,TMEM176B,WHRN,MYO1F,IGKV2D-19,KIR2DL1,DISC1FP1,TLR6,FAM20A,IGHJ5
265,CD58,RPS6KA1,LOC105376380,PRR30,TMTC2,FAM114A1,IGHE,PDE4B,KCNN3,ACACB,DBNDD2,H2AC13,LIF,CHRM5,IGKV2D-19,GIMAP5,SYNPR,FCMR,HOXA2,LINC02090,SOCS6,SLC7A5,AGA-DT,IGHV3-74
266,FGF2,SAMD9L,LINC02106,CCL14,LINC00299,RBM47,IGHV5-78,ARHGAP24,PDE7B-AS1,RUNX2,VNN1,CCL8,IGHG3,DHRS9,IGLC3,CCR2,SRGAP2B,HOXB3,REG1A,SERPINA4,HOXB-AS1,ZFHX3,BBOX1,CETN1
267,RAB20,LAIR1,SOCS6,H2AC18,GEM,UGT8,IGHV3-13,LINC01179,CTSC,STOM,LINC01036,KIR2DL3,IGHM,HLA-C,XIRP1,KIR2DL1,CCL3,EMC10,AHSP,IGHV3-79,GJA4,B4GALT1,IL4R,OR6C74
268,IGFBP7,H2BC7,TRBV28,APOA4,LOC124901612,LINC01748,IGHV3-7,ALPK1,LINC00276,LYVE1,MYO10,DCANP1,IGHV3-7,MYO1F,CT45A10,LINC01687,SLC1A2,GZMB,KRTAP4-16,OR6C74,XIRP1,CD180,EMID1,TRBV21-1
269,PIP4K2A,PARP14,H2AC18,HOXA2,PTPRZ1,ACSS3,CT45A10,PALM2AKAP2,GAPT,EDA,CST7,HOXA2,KRTAP4-16,THSD7B,IGLC2,CCL3,LINC00676,SLC9A9,OR6C74,CT45A10,H1-5,PDCD1,RASSF8,LINC02106
270,SLC35D2,LAT2,CEMIP,CETN1,HIF1A-AS3,LINC02232,IFITM5,SMOC1,KCNIP1,LAT2,CARD8,H2AC18,MAGEA4,ERBIN,IGLC1,ZHX2,HOXA10,ANOS1,MFSD6L,CSH1,GZMK,TOP2A,H2AC11,KRTAP4-16
271,PARP9,TAL1,IFNG,DEFB4A,CD3E,PDGFRB,TAF11L14,GNA14,AHSP,IFI16,CD7,AHSP,TRAV6,LRP4-AS1,TRAV12-2,S100A8,CXCL3,CXCL2,IGHJ5,KRTAP4-16,FOXD1,CYTIP,MAML3,LCE1C
272,MGC4859,RGS12,CETN1,IGLC3,ANGPT2,PAICS,IGHVIII-76-1,HTR2C,SEMA6A-AS1,PTGS1,EGLN3,OR6C74,TRAV8-6,EMP2,H2AC18,SOWAHD,FGFBP2,MLPH,LOC105376380,H2AC13,IGHG3,POU2AF1,LINC02232,CT45A10
273,KANK1,CTNNA3,FGFBP2,KRTAP4-2,ANKRD22,SCD,LINC02106,RGCC,TRAV12-2,RPS6KA1,CHRNA7,LYPD2,TRAV16,FCRL3,IGHV3-79,IGHG3,CRYBG3,THSD7A,IGHV5-78,IGKJ2,CEMIP,KCNMB1,TTN,IGKJ2
274,MERTK,CD4,GAPT,IGHV3-13,PECAM1,CNP,IGLV1-40,PLSCR1,ZNF804B,PNOC,LAMP2,LCE1C,TRAV20,LOC442497,KRTAP4-16,MSX2,SOX18,GRIK1,IGHV3-15,XIRP1,GZMH,ADAMTS14,ACSBG1,TRAV12-2
275,ADGRV1,P2RY13,AHSP,IGHV3-15,COL6A2,PRDM16,OR6C74,MYO1E,LINC00676,GLUL,LRIG1,LINC00543,IGHG2,SERPINB9,DCANP1,HOXB-AS1,TRAV4,GIMAP6,IGHV3-13,IFITM5,CSF3,GZMA,COL9A1,LOC105376380
276,PLLP,HLA-DRB5,TREML4,TRBV28,SP100,SLC7A11,LCE1C,MARCHF3,CCL14,ERBB3,CCL4,IGHE,IGHV3-13,SH3BP4,LIF,LINC02090,CNR1,KIR2DL3,IGHV3-7,IGLC3,PMAIP1,TRAF3IP3,LOC105377188,LINC02090
277,RIN3,FCGRT,SOX17,GZMH,LINC01446,NDE1,TRAV8-6,RASGRP3,DCANP1,CST7,TES,TRAV20,IGHV3-15,THBS2,SERPINA4,TRAV4,FRMD4B,SUCLG2,IGHV3-79,TRAV16,SLAMF1,HPSE2,C5orf64,IFITM5
278,FAT4,PCDH15,LINC01960,C2CD4B,DUSP1,BEST1,DCANP1,CHRM5,MAGEA4,EYA4,CTLA4,IGHV5-78,IGHV5-78,SIT1,MRGPRG-AS1,IGLC3,NDE1,SOX17,CCL14,PRR23D2,CXCL2,IL1R2,RGR,IGHV3-7
279,NEDD9,PCED1B-AS1,C2CD4B,KIR2DL1,GIMAP7,GPR174,IGKJ2,ANGPTL4,LYPD2,AGA-DT,LINC02999,IGHV3-79,IGHV3-79,DHRS3,CCL14,MAGEA4,XIRP1,DCANP1,IGHV3-74,LOC102724104,SOX18,BCHE,HLA-DMB,MSN
280,NOTCH2,ACSM5,FASLG,IGHV5-78,ITGB2,NLRC5,TRAV16,INPP5D,IGLC1,LINC02072,TLL1,IGHV3-74,LOC105376380,DAPK2,TRAV6,GZMB,IGHV3-79,TRBV21-1,LINC02106,LYPD2,SLC16A1,CLECL1P,GRIK1,IGHV5-78
281,CDC14A,ELMO1-AS1,LOC442497,IGHV3-7,LPAR6,MX2,IGLC3,MEGF11,SIT1,ENO4,OLR1,IGKV2D-19,IGKJ2,FTL,GPR65,GZMH,LOC105376380,LINC02106,IFNG,ANXA8,HLA-DOA,LOC105377188,ANKRD44,DEFB4A
282,NDST4,ST6GALNAC3,CCL14,TRBV18,SLC9A9,LRP4-AS1,IGKV2D-19,CXCL1,SOCS6,HDAC2-AS2,LOC101929528,IGLC3,PRR30,SYNPR,PCK1,KRTAP4-2,CT45A10,LCE1C,IGKJ2,TRAV20,CLEC4E,H2BC4,LOC105369147,TRAV8-6
283,RGL3,TFRC,APOA4,CEACAM4,SCD,CAPN3,IGHVII-44-2,LOC101928651,DEFB4A,KCNIP1,SLC6A13,IFNG,CCL14,LOC105377448,TRBV28,CCL14,LINC02090,OR6C74,IGLC3,LOC124903386,CCL19,CEACAM4,PCSK6,LYPD2
284,TMEM63A,CD93,GZMH,ADH1B,SYNE2,ABCC9,TRAV20,ZIC1,CETN1,SSPN,LINC00676,LOC105376380,OR6C74,CCL20,NCKAP1L,TRAV6,PRR23D2,LINC00477,IGHA1,TRAV8-6,FASLG,TACR2,SLC16A12,TRAV6
285,RNF144B,IL1B,IGHM,IGHG2,CD69,CX3CR1,IGHJ5,EVI2A,CT45A10,ZNF804B,MSX2,IGHV3-15,H2AC18,PHLDB1,TRAV8-6,LOC442497,TRAV16,LYPD2,SERPINA4,TRAV12-2,CD3D,LINC02473,LOC101928651,SOX17
286,EPS8,CCK,XIRP1,CEBPE,LOC728158,OSMR,KRTAP4-16,EVA1B,IGHV3-74,LINC01960,SUCNR1,XIRP1,LCE1C,CCL8,C2CD4B,PRR23D2,TRAV12-2,CSH1,IL2,LOC442497,TBX3,MYL9,FCGR1A,TRBV28
287,PLEKHB1,TENT5A,CT45A10,LINC02953,PHF21B,MYO1F,PRR23D2,PAICS,IGHVIII-76-1,CD36,LOC105376380,CSH1,IGHVIII-76-1,ADAMTS18,LINC02106,CT45A10,TRBV28,MRGPRG-AS1,DCANP1,MAGEA4,MFAP4,NRXN1-DT,CHST3,TRAV4
288,ID3,XIRP1,FOXF1,CXCL8,GATA2,KANK1,KRTAP4-2,RGS20,TAF11L14,ANOS1,PCK1,LINC02090,TRAV4,CYBB,IL2,IGHV3-79,APOA4,MFSD6L,LINC02090,TRAV6,APOA4,RFX4,CIITA,IL2
289,CRYAB,IPO9-AS1,MFSD6L,OR6C74,TFEB,ZNF366,LINC02090,STOM,SERPINA4,PCED1B-AS1,LINC02090,IGLC1,IFITM5,H2AC11,H2BC9,PRR30,IL2,LIF,KRTAP4-2,LINC02106,LRRC32,LHCGR,LINC01265,PRR30
290,CHRM5,PREX1,SLC9A9,GZMB,CCL4,PARP9,TRBV21-1,PLD1,IGHV3-13,THBS2,CCL8,IGLV1-40,REG1A,LOC105376380,NLRP6,MFSD6L,PRR30,XIRP1,IGHE,DEFB1,IL1RL1,NOTCH2,LINC00540,IGHG1
291,UACA,MYO16,CEBPE,HOXA10,EMC10,COL21A1,IGHV3-79,VIT,TRAV8-6,LOC105370315,APOA4,IGKJ2,DEFB4A,GPRIN3,LINC00676,OR6C74,TREML4,FCRL3,TRAV20,AHSP,SIGLEC7,CAVIN2,PRF1,H2AC13
292,LPAR6,CSF1R,LIF,VCAM1,H1-5,USP6NL,LINC00543,RGS5,TRAV16,CMTM8,PRR23D2,IFITM5,LINC00543,MBP,LOC442497,IFNG,CEBPE,TAF11L14,TRAV16,C2CD4B,ADAMTSL1,LINC00463,LINC02513,IFNG
293,SRGAP2,LAMP2,PDCD1,IGLC1,TREML1,TP53TG5,CCL14,MGP,TRAV20,ZNRF3,LINC00543,RGMA,SERPINA4,LOC101927026,IL1RL1,DEFB4A,OR6C74,PRR30,TRAV8-6,LINC00477,H2AC19,GNB4,CPED1,SIT1
294,PREX1,FCGBP,IGLV1-40,TRAV16,TINAGL1,MEGF10,IGLC2,S100A10,IGKV2D-19,PLA1A,CSH1,IGHV3-7,TAF11L14,RERG,UICLM,IGHE,LYPD2,CCL14,TRAV12-2,DEFB4A,H2AC13,DBNDD2,SLC4A4,IGLC1
295,HSPA1B,HLA-DMB,SEMA3G,IL2,FOXP2,DLC1,IGHV3-15,SLC2A3,IGHG3,PCA3,MRGPRG-AS1,IGHM,IGHV3-74,CCL19,KIR2DL1,LINC00543,LCE1C,HOXA2,TRAV6,GAPT,DEFB4A,ICAM2,HIF1A,MFSD6L
296,ZFP36L2,DOCK2,SIT1,IGKV2D-19,SMOC1,NEK3,MFSD6L,TRPC6,IGHV3-7,STK32A,KRTAP4-2,LINC02106,IGHVII-44-2,GZMK,H2AC19,TREML4,H2AC13,CCL8,PRR23D2,FASLG,TREM1,MARCO,CT45A10,KIR2DL3
297,SULF2,CTSB,UICLM,IL6,AGTR1,ACSBG1,APOA4,PAPLN,IGHVII-44-2,TREML4,KIR2DL3,TAF11L14,IGLC2,CTLA4,FOXF1,LINC02106,H2AC18,CSF3,IGLC2,IL2,MKI67,LOC124904701,ITGB5,AHSP
298,RHOJ,PLA2G4A,NLRP6,PCK1,CEACAM21,ADGRV1,LOC105376380,SLC6A12,IGHV3-15,SPON1,DCANP1,IGHVII-44-2,IGLC3,TLR5,H1-5,DCANP1,MRGPRG-AS1,APOA4,LCE1C,CLEC4E,MSX2,TLR1,THSD7B,LOC124903386
299,CDKN1A,MS4A4A,IGHG1,IGHG3,SUSD3,STEAP4,GZMB,LOC100506474,TRBV21-1,TIMP3,TAF11L14,TRAV8-6,IGHJ5,TRBV18,CCL4,TRAV20,DCANP1,DEFB4A,IGLV1-40,APOA4,GIMAP6,RIN3,LOC105376380,TRBV18
