,Astrocyte,Microglia-PVM,L2/3 IT,Oligodendrocyte,Chandelier,Endothelial,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5 Lhx6,OPC,Pax6,Pvalb,Sncg,Sst,Sst Chodl,VLMC,Vip
0,FTH1,HSPA1A,PCDH9-AS2,LDB3,DPP10-AS3,LOC105377862,PCDH9-AS2,PCDH9-AS2,PCDH9-AS2,PCDH9-AS2,PCDH9-AS2,PCDH9-AS2,PCDH9-AS2,PCDH11Y,PCDH11Y,PDE8A,LINC00299,ZNF385D-AS2,EYS,LINC01060,BACH1,BACH1,MYO16,LINC01060
1,MT3,HSPA1B,TIMP3,GLDN,PCDH9-AS2,A2M,FTH1,PPP1R9A-AS1,CTNNA3,ZNF385D-AS2,ERBB4,TIMP3,CNTN5,PCDH9-AS2,TRPC3,BACH1,LHFPL3-AS1,PCDH9-AS2,DPP10-AS3,CNR1,SST,SGCZ,ADGRD1,FTH1
2,SLC1A3,ZFP36L1,CTNNA3,PDE8A,PLEKHH2,TNFSF10,TIMP3,CTNNA3,FTH1,CTNNA3,ADAMTSL1,CTNNA3,CTNNA3,SLC1A2,SAT1,IPO9-AS1,TRPM3,PCDH11Y,PDE8A,THSD7B,PLCH1,RNASET2,LOC105377448,PCDH9-AS2
3,PCDH9-AS2,IPCEF1,P2RY14,HHATL,PDE8A,ENTREP1,PALM2AKAP2,DPP10-AS3,TIMP3,DPP10-AS3,DENND3,FTH1,TIMP3,CTNNA3,SPHKAP,SHISA6,LHFPL3,GNG12-AS1,IPO9-AS1,COL21A1,PDE8A,PDE4B,GABRE,CXCL14
4,EFEMP1,ST6GAL1,PDE7B-AS1,OPALIN,ZNF385D-AS2,ABCG2,PCDH11Y,TIMP3,PPP1R9A-AS1,DENND3,DPP10-AS3,DENND3,RGS12,ADAMTSL1,LINC01630,KIT,BEST3,SLC26A5-AS1,CTNNA3,FTH1,RNASET2,LOC105369147,PLCE1,ABCB1
5,F3,DENND3,CHST9,SLC7A14-AS1,CREB5,CEMIP,ABCB1,MGST1,DPP10-AS3,ABCC4,ELMO1,CHST9,MCTP2,DPP10-AS3,BACH1,PCDH11Y,ST6GAL1,CCK,PLCH1,CXCL14,TMEM165,PWRN1,LHFPL3,SHOC1
6,LINC00299,APBB1IP,NPAS3,SVEP1,KCNIP1,PAQR5,TMEM165,IPO9-AS1,P2RY14,HTR2C,CTNNA3,DPYD-AS1,STK32B,LINC02232,COL25A1,SPHKAP,IPO9-AS1,CRH,TAC1,PLD5,FTH1,SRGAP2B,LINC02055,PPP1R9A-AS1
7,DPP10-AS3,NCKAP5,PCED1B,KCNH8,IPO9-AS1,ID1,P2RY14,LINC02072,DENND3,C10orf90,LINC01060,P2RY14,MYO10,PPP1R9A-AS1,SLAIN1,SAT1,ADAMTS9,FTH1,SGCZ,PKP2,PDE1C,PCDH9-AS2,ADAMTS9,ENO4
8,GNA14-AS1,LINC02712,SLC4A4,SEMA3B,SERPINB9,CTNNA3,CTNNA3,CYP1B1,LINC00299,LINC01060,PPP1R9A-AS1,PPP1R9A-AS1,TTN,ELMO1,PCDH9-AS2,PPP1R9A-AS1,CNTN5,TIMP3,TMEM165,TFRC,USP53,NXPH2,L3MBTL4,PKP2
9,MT2A,LRMDA,DENND3,TP53TG5,TAFA4,ZBTB20-AS5,LOC105374524,LOC105369147,PCED1B,PCDH11Y,GNG12-AS1,IPO9-AS1,TMEM165,HDAC2-AS2,FTH1,PRKCH,ROBO2,LINC00299,SLC7A14-AS1,PDE7B-AS1,PCDH11Y,ANOS1,RREB1,VIP
10,P2RY14,LINC00278,SHOC1,PTGDS,PLD1,RNF220,PPP1R9A-AS1,LINC01090,ABCB1,PDLIM1,SLC1A2,ELMO1,DENND3,PDE4B,TMEM165,FTH1,CTNNA3,LINC01060,PCDH9-AS2,SLAIN1,GNG12-AS1,ANKRD44,RAD51B,PDE7B-AS1
11,LOC105369147,SLC2A3,MGST1,LINC00609,FTH1,ST8SIA6,DLEU1,IL18,HHIP,TMEM132C,SEMA5A,SLC7A14-AS1,P2RY14,TIMP3,KIT,FGF13,SGCZ,IPO9-AS1,SAT1,TMTC2,ABTB3,STK32B,SAMD9L,CCK
12,FTL,DUSP1,PDE4B,CPB2-AS1,KIF26B,ABCA1,B3GNT5,FTH1,TMEM165,BMP2K,SVIL,DPP10-AS3,SVIL,DLEU1,B2M,MYO16,PCDH9-AS2,SVIL,ARHGAP42,DOCK10,SLC24A3,SRGAP2,MYO10,STARD13-AS
13,PPP1R9A-AS1,TMEM163,LOC105374524,EMC10,LCP1,C8orf34,SHISA6,COL21A1,PCA3,PPP1R9A-AS1,CALCRL,ANGPT2,IPO9-AS1,IPO9-AS1,CXCL14,HLA-A,LOC105369147,CNR1,KIF26B,TMEM165,PALM2AKAP2,IPO9-AS1,COL4A4,CTNNA3
14,SLC1A3-AS1,FOS,DPYD-AS1,ADAMTS14,SLAIN1,SLCO1A2,HHIP,CHST9,PRUNE2,SRGAP2B,DPYD-AS1,SHOC1,ACSS3,P2RY14,SV2C,SRGAP2B,PMP2,HHIP,SRGAP2B,GAD2,COL25A1,ENO4,CACHD1,PDE8A
15,DPP10,QKI,DLEU1,PHLDB1,EYS,GNA14-AS1,DENND3,DENND3,B3GNT5,LOC102546299,PDE8A,LINC01090,ELMO1,SVIL,IPO9-AS1,NXPH2,PPP1R9A-AS1,BACH1,WIF1,SLC44A1,MAN2A1,FTH1,C8orf34,PTPRZ1
16,AASS,MIR646HG,PPP1R9A-AS1,TMEM165,LHFPL3,HIF1A,ANGPT2,HHIP,MAN2A1,SVIL,LINC02263,CCK,DPYD-AS1,SLC7A14-AS1,HLA-A,CA8,TIMP3,CHRNA7,GNG12-AS1,CD36,PITPNC1,ZBTB20,ERBIN,KMO
17,S100B,IL4R,IPO9-AS1,MBP,ARHGAP42,NLRP1,ACSS3,LOC101927560,IPO9-AS1,ABCB1,FTH1,LINC00299,SHOC1,LOC100506474,SHISA6,CTNNA3,PCSK6,TMEM165,PCSK6,PROX1-AS1,KAT2B,HHIP,LINC00278,IPO9-AS1
18,LOC105370315,MROCKI,B3GNT5,PALM2AKAP2,CEMIP,ATP10A,CHST9,SHOC1,SHISA6,P2RY14,TTYH2,AGBL1,ANGPT2,LMCD1-AS1,PDE8A,SLAIN1,KLHL1,RELN,RNF144B,LUZP2,KIF26B,POLR2F,SGCZ,TTN
19,CA8,RUBCNL,FGFR2,PCDH9-AS2,TIMP3,SLC7A5,SHOC1,ANGPT2,PALM2AKAP2,ADAMTSL1,XYLT1,SRGAP2B,DLC1,FTH1,SCD,ETS1,GPC5,SHOC1,FRMD4B,HLA-A,SRGAP2B,PARD3,LRP2,TMEM165
20,GRIN2C,CX3CR1,RIN3,CARNS1,TTN,LAMA4,MAN2A1,ABCB1,DPYD-AS1,UST,HS3ST2,TTN,SYNPR,NRXN1-DT,SLC16A9,EYA4,PCDH11Y,CXCL14,ROBO2,KMO,MKRN3,TRPC6,TPRG1,LINC02930
21,PTN,TMC8,SRGAP2B,LOC102724289,PALM2AKAP2,GIMAP7,CREB5,FGF1,CHST9,SPATA13,WWTR1,LINC00320,ENO4,MGST1,MYH11,PCSK5,CACNG5,ABCB1,PLCE1,PDE4B,MYO5B,PDE8A,LINC02649,TIMP3
22,LUCAT1,TGFBR1,ANGPT2,SLC5A11,ALK,LRMDA,CCK,RUNX2,SHOC1,PCDH15,IL4R,RFX4,FTH1,DPYD-AS1,UTRN,PKP2,LOC105378311,SLC7A14-AS1,ERBIN,SRGAP2B,IPO9-AS1,CRYBG3,SLC35D2,HLA-A
23,SLCO1C1,GPR183,PAMR1,MOG,ANKRD44,EDN1,SAT1,NPAS3,RASGEF1B,LHFPL3-AS1,TMEM165,HDAC2-AS2,MGST1,ANGPT2,TFRC,ARHGAP31,CPQ,ZNRF3,RNASET2,TAFA4,SAT1,TAC1,PON2,P2RY14
24,HEPN1,NFATC2,SLAIN1,PLEKHH1,FGF13,ITIH5,USP53,LPAR6,LOC105369147,TTN,SLC7A14-AS1,HHIP,RBPMS,CHST9,ADIPOR2,GNG12-AS1,DOCK1,DDR2,ENO4,COL25A1,SLAIN1,PPP1R9A-AS1,IRAG1,ADIPOR2
25,HDAC2-AS2,ITGAM,TMEM165,LINC01608,WIF1,PDGFB,MERTK,NTNG1,CREB5,ADAMTS9-AS2,ZFHX3,MAN2A1,SHISA6,PALM2AKAP2,ITGA6,SHOC1,TSHZ2,FBXL7,ADIPOR2,SRGAP2,ST6GALNAC3,SOX6,GGT5,PCDH11Y
26,LRRC3B,BCL6,PLA2G4A,S100B,RGS12,THSD4,SVIL,P2RY14,TRPM3,TMEM144,CLDND1,NRXN1-DT,RIN3,STARD13-AS,PRKCH,TIMP3,FREM2,LOC105369147,PTPRZ1,ARHGAP42,LINC01482,PITPNC1,HEY2-AS1,B3GNT5
27,LINC02649,ATP8B4,ABCB1,PLEKHG3,GRIN2C,ITM2A,TGFB1,PDE1C,BMP2K,FN1,RFX4,TMEM165,TP53TG5,PTN,GNB4,PCDH9-AS2,RGMA,PDE8A,SLAIN1,SLC1A2,EYS,ADIPOR2,SVIL,BACH1
28,PRUNE2,H2BC8,CYP1B1,HYCC1,SHISA6,ABCB1,SRGAP2B,GNA14-AS1,SRGAP2B,ANGPT2,COL25A1,PLEKHH2,RASGEF1C,ABCB1,SLC25A13,FBXL7,CFTR,HIF1A-AS3,BMP2K,CHRNA7,ANKRD44,THSD7A,PCDH15,ADAM33
29,GNG12-AS1,PARD3B,SVEP1,MOBP,PCSK6,GRIK1,PDE8A,TTN,SLC44A1,TMEM163,P2RY14,SRGAP2,B3GNT5,B3GNT5,CTNNA3,ANGPT2,LINC03048,PRUNE2,SHISA6,ADAMTS6,GNB4,DACH2,ABCC4,CNR1
30,SAT1,RASGEF1C,DOCK2,DAPK2,SLC25A13,CCN2,LINC02930,ZNF804B,RFX4,RUBCNL,LINC00299,LOC105369147,SLC16A1,LOC105369147,SRGAP2,LTBP1,LDLRAD3,TRPM3,CPED1,C8orf34,SRGAP2,CD55,DPP10,PLPP4
31,ABCC9,CYTH4,ABCC4,LPAR1,SRGAP1,CGNL1,IPO9-AS1,CFTR,IL1RAPL2,TMEM165,LOC105369147,THEMIS,RUNX2,TTN,GNG12-AS1,ADGRG6,ACSS3,SLAIN1,ANGPT2,PCSK5,ELOVL7,COL25A1,EYA1,DOCK10
32,PDE7B-AS1,FCGR3A,PDE8A,LINC03048,TMEM165,LRRC1,LOC105369147,DLEU1,ANGPT2,SRGAP2,RHOJ,BMP2K,LMCD1-AS1,NKAIN3,SLC16A1,SLC16A9,PREX1,HDAC2-AS2,SLC25A13,SAT1,ENO4,SVEP1,ROBO2,SRGAP2B
33,LRP4-AS1,SRGAP2,MAN2A1,FRMD4B,MID1,SLC2A1,TP53TG5,SVIL,PTCHD4,ABCC9,SHOC1,DLEU1,HHIP,SHOC1,TMTC2,SCD,APOE,TGFB1,SGO1-AS1,EPS8,FRMD4B,SLC25A13,SUCLG2,SLC7A14-AS1
34,CACHD1,FTH1,TRPM3,CTNNA3,ZBTB20,TFRC,FN1,RNF152,LINC02263,TRIM22,DLEU1,SLAIN1,PRKCH,CPQ,GAD2,CPQ,C4orf19,LINC01876,TIMP3,LRIG1,ERBIN,ZBTB20-AS5,FERMT1,COL21A1
35,LRIG1,ADAP2,CFAP418-AS1,PPP1R14A,PLCH1,PAWR,SLC7A14-AS1,PCA3,SAT1,CARD11,GALNTL6,USP53,PPP1R9A-AS1,PCDH15,PKP2,PTCHD4,MMD2,WIF1,DLEU1,ADAM33,CABLES1,SST,ROR1,MARCKSL1
36,SHOC1,GLUL,RFX4,MIR325HG,ELMO1,MAML2,DPYD-AS1,KCNQ1,RCSD1,PRKCH,SRGAP2B,SVIL,RGMA,RFX4,SRGAP2B,ZNF385D-AS2,PLPP3,SCD,FTH1,SLC7A14-AS1,ST6GAL1,DLC1,PITPNC1,PALM2AKAP2
37,ZBTB20-AS5,VAV1,NDRG1,ENO4,RUBCNL,CNTN5,RASGEF1B,SRGAP2B,ACSS3,LOC100506474,SRGAP2,PRKCH,CCK,UST,BMP6,TGFB1,VCAN-AS1,SAMD4A,MAN2A1,PARD3,PCSK5,KIF26B,CHST11,ABCC4
38,STON2,ZFP36,ENO4,MAL,SAT1,SFMBT2,QDPR,PREX1,SVEP1,SHOC1,B3GNT5,SVEP1,CEMIP,ST6GALNAC3,QDPR,TTN,STK33,SRGAP2B,BACH1,SAMD4A,UST,TNFSF15,PELI1,TAC3
39,ENTREP1,SPATA13,TTN,LMCD1-AS1,NIBAN1,ANGPTL4,TRPM3,TMEM163,TMTC2,MGST1,CHST9,COL25A1,PLA2G4A,ABCC4,KCNQ1,TMEM165,LINC02649,P2RY14,CMTM8,CARD11,ATP1B2,LINC01482,KIAA1755,ANGPT2
40,DLC1,HAMP,AGBL1,LINC02072,ADAMTS17,FOXP2,CFAP418-AS1,SRGAP2,TP53TG5,ZFHX3,TP53TG5,ZNF98,CABLES1,ENO4,CNR1,RIN3,SHISA6,PDE4B,ABCB1,GNG12-AS1,CGNL1,USP53,PLCH1,SLAIN1
41,PAMR1,LINC02642,SCHLAP1,FOLH1,SGCZ,BNC2,MBP,LOC107985126,TGFB1,TMTC2,ABCC4,LINC02008,SRGAP2B,SPHKAP,ANOS1,PLPP3,GRAMD2B,ANGPT2,HHATL,MAN2A1,NOTCH2,PGM5,SHOC1,NOTCH2
42,CGNL1,EMID1,HHIP,FTH1,COL15A1,ADM,PIP4K2A,PCSK6,IPCEF1,LOC101927560,SHISA6,LY86,CHST9,LINC01060,SHOC1,PAICS,CEMIP,MYT1,RUBCNL,EGLN3,RIN2,PCSK5,HSPA1B,SHISA8
43,AKAP13,DPP10,ADAMTS9-AS2,CLDN11,POLR2F,MYO5B,LINC00299,ENO4,MGST1,PALM2AKAP2,ANGPT2,ABCB1,AOAH,BMP2K,VCAN,ZNF804B,DLEU1,SLC44A1,SERPINB9,SOX6,FAM149A,PLD1,NOTCH3,PLD5
44,CHST9,H2BC18,LINC02694,DPYD-AS1,ENO4,EMC10,BMP2K,SEMA6A-AS1,SLC7A14-AS1,AKAP13,ST6GAL1,CYP1B1,LOC105377862,TMEM163,PPP1R9A-AS1,RUBCNL,ZFHX3,MITF,TMEM132C,ERBIN,FGF1,RUBCNL,GJA5,MIR325HG
45,TMEM132C,PLTP,PDE1C,LINC01299,TANC1,RAMP2,UST,C11orf96,DLEU1,LOC124903183,RCSD1,L3MBTL4,SLAIN1,TMEM165,LINC01505,TRPC3,BACH1,SRGAP2,PALM2AKAP2,PLEKHA7,PARD3,DDX60L,KCNIP1,USP53
46,IPO9-AS1,F13A1,ACSS3,CPB2,MKRN3,SLC39A11,CLDND1,MIR646HG,UST,LOC105369147,STARD13-AS,FOXP2,QDPR,CYP1B1,BMP2K,SVEP1,SLC24A3,ANKRD44,PAICS,BMP2K,CTNNA3,ADAMTS17,ANGPT2,HHIP
47,SUCLG2-DT,LINC02232,USP53,C5orf64,PREX2,MYO10,CD53,TRAF3IP3,DLC1,KIAA1217,PDE4B,RBPMS,CPVL,HHIP,TIMP3,ADIPOR2,RFX4,LOC101927026,P2RY14,RNASET2,PCDH9-AS2,KCNIP1,STARD13-AS,SAT1
48,KCNIP1,ADCY7,ELOVL7,PCA3,COL21A1,HSPA1A,SLAIN1,DPYD-AS1,PAMR1,IPO9-AS1,HHIP,EYS,STARD13-AS,ST6GAL1,RFX4,LRP2,TNFRSF10B,PTPRZ1,SLC44A1,LAMP2,SLC7A14-AS1,TMEM165,ADAP2,ATP1B2
49,SHISA6,ZFHX3,ELMO1,NEK3,LHFPL3-AS1,DOCK8,PAICS,LINC01060,PDE8A,FGF1,ABCB1,FN1,RNASET2,DDR2,TPD52L1,ADAM12,GPNMB,BMP2K,B3GNT5,PREX2,SERPINB9,ITPR2,VCAN,LAMA3
50,RGS20,SLC11A1,SLC7A14-AS1,HPN-AS1,P2RY14,LOC105377448,ELOVL7,NCKAP5,SRGAP2,SAT1,GLDN,PCED1B,LINC01877,ABCC9,SEMA6A,SERPINB9,TTN,PALM2AKAP2,LINC02930,USP53,PLEKHH1,ADAMTS18,SPATA13,SRGAP2
51,ENTPD1,LYN,FTH1,ASPA,SRGAP2,TLR4,ZFHX3,SPHKAP,ABCC9,SHISA6,HS3ST4,MGST1,CPB2,FGF1,LOC105369147,ATP8B4,KCNIP1,SLC25A13,ST6GALNAC3,DACH2,TFRC,PDZRN4,KLHL1,LAMA2
52,ETNPPL,A2M,BMP2K,PADI2,TRPC3,SRGAP1,MEGF11,MYO10,USP53,FGD4,LMCD1-AS1,TP53TG5,ABCB1,DENND3,MMD2,SOCS6,HIF1A-AS3,NCKAP5,PLEKHA7,HTR2C,NOS1,VRK2,ENO4,KIAA1217
53,TTN,ENTPD1,SRGAP2,PLPPR1,DENND3,IGFBP7,EYS,DLC1,RUNX2,SLAIN1,IPO9-AS1,RUNX2,RFX4,PRKCH,DDR2,B3GNT5,PDE7B-AS1,EPS8,TP53TG5,GPC5,ALK,LINC01090,LINC01060,SERPINB9
54,ALDH1A1,IRF8,LOC101927745,POLR2F,HLA-A,ENG,PDE7B-AS1,CTXND1,LINC02930,CYP1B1,FAM149A,B3GNT5,ZBTB20,MT1X,SLC44A1,HHIP,NOS1,ERBIN,TACR1,LINC01470,RNF152,FGF13,TRPC3,RYR3
55,STK33,SLC39A11,L3MBTL4,CFTR,FAM222A-AS1,CD34,ATP8B4,EYS,ST6GAL1,SGCZ,PRKCH,LINC00298,LINC02072,CHRNA7,LAMP2,P2RY14,NOTCH2,THSD7B,USP53,LINC00299,FAM20A,SAT1,PTPRC,DLEU1
56,PLCH1,CCDC200,TP53TG5,SLC25A13,PRKCQ,ITGA6,TGFBR1,SLC16A1,ELMO1,SPATA22,FGF13,TGFB1,A2M,SRGAP2,MTUS1,PHLDB1,LINC01876,HIF3A,ETS1,ATP11C,CLDND1,KAT2B,PRR5L,SLC24A3
57,OAF,FBN2,P2RY12,SPATA22,CACNG5,EMCN,XYLT1,PRKCH,HDAC2-AS2,GNA14,TIMP3,CFAP418-AS1,P2RY12,PHLPP1,SLC7A2,LAMP2,SLC16A9,FAM107A,NOTCH2,ELOVL7,ADIPOR2,LINC01505,CYP27A1,ADAMTS17
58,IRAG1,OLR1,LOC105369147,CREB5,NTNG1,TRGC2,NKAIN3,PCDH11Y,EYS,LINC01748,HDAC2-AS2,PALM2AKAP2,GALNT15,FN1,CCK,QDPR,F3,TTN,ZBTB20,MIR325HG,ZBTB20,LINC02798,SLC1A3,FN1
59,PHF21B,INPP5D,PALM2AKAP2,IPO9-AS1,LAMA2,MARCKSL1,SLC16A1,SLC44A1,ZFHX3,HHIP,QDPR,STARD13-AS,LAMA4,USP53,GLDN,LOC105369147,PLEKHH2,MGST1,SAMD4A,PPP1R9A-AS1,FBN2,ZNF385D,ADAM12,SLC25A13
60,OBI1-AS1,MYO15B,SHISA6,PRR5L,SVIL,ADAMTS6,PTCHD4,LINC02930,PRKCH,EYS,IL18,TACR1,DLEU1,ATP8B4,FGF13,NLRC5,DOCK10,DLEU1,HHIP,L3MBTL4,HHIP,TIMP3,IPO9-AS1,NAMPT
61,PITPNC1,ITPR2,ERBIN,HEPN1,CPED1,IFI44L,LINC01877,B3GNT5,FGF1,CLDND1,PALM2AKAP2,LOC105374524,BMP2K,CLDND1,P2RY14,ATP1B2,B3GNT5,PCSK5,SHOC1,EMC10,RUBCNL,SLAIN1,PDE7B-AS1,TFRC
62,RYR3,BLNK,QDPR,SH3TC2-DT,PAICS,TRPC6,HIF1A-AS3,FGF13,NEDD9,STK33,KAT2B,QDPR,LINC01876,LINC01877,MYT1,PALM2AKAP2,COL5A3,GLUL,ANKRD44,MIR646HG,TANC1,PRKCQ,SLCO1C1,DOCK2
63,F11-AS1,ROBO2,SAT1,ITGA2,UTRN,VIM,LPAR6,PRUNE2,ABCC4,IPCEF1,NRXN1-DT,ADIPOR2,SGCZ,TP53TG5,PCSK5,GNB4,LRP4-AS1,FGD4,CEMIP,CCK,FGD4,TENM1,PIP4K2A,CFTR
64,STARD13-AS,SH3TC1,LINC01090,CMTM5,SLC16A1,GNG12-AS1,RNASET2,LINC00276,LMCD1-AS1,DLEU1,EYA4,DOCK2,NDRG1,ZNRF3,MIR325HG,NAMPT,SAMD4A,NR2F2-AS1,PARD3,ANKRD44,MID1,FGL2,TMEM51,ADAMTS6
65,LINC00278,ERBB4,LY86,TMTC2,CAPN3,CLIC4,LY86,FPR3,LPAR6,TGFB1,CFAP418-AS1,A2M,CFAP418-AS1,AOAH,NXPH2,SV2C,CDKN2B-AS1,HIPK2,MITF,PIP4K2A,QDPR,PHLDB1,CHI3L2,RUNX2
66,MT1X,BTG2,PCSK6,ENPP2,TFRC,ACACB,ABCC4,LINC00299,STARD13-AS,LINC01317,LDLRAD3,COL5A3,ZNRF3,SLC16A1,LOC105377448,ENO4,PSD2,LOC613266,CPQ,TIMP3,PCSK6,ITGB5,COLEC12,HTR2C
67,NDRG1,SHOC1,KIAA1217,LINC01470,ITGA8,CA8,SLC25A13,VEGFA,CPQ,SERPINB9,PCDH11Y,PDE4B,FAXDC2,PDZRN4,ERBIN,TACR1,TNC,MCAM,ABTB3,IL1RAPL2,SLC25A13,DLEU1,ITGA8,CLDND1
68,CEBPD,RHBDF2,HS3ST4,TRIM59,DLC1,SEMA6A-AS1,LNC-LBCS,SLC39A11,ROBO2,MAN2A1,COL5A3,CHRNA7,RERG,CHRM2,RUBCNL,ACSL1,LMO2,SVEP1,RFX4,SEMA3C,B2M,CPB2-AS1,FIRRE,KIT
69,APOE,PALD1,AKAP13,TMEM132C,ABCB1,RASSF8,AKAP13,LOC101927745,ELOVL7,CREB5,CPQ,RERG,EYS,A2M,ACSL1,CLDND1,RUBCNL,TFRC,PDE7B-AS1,RELN,PRKCQ,GRIK1,PTN,PHLPP1
70,CABLES1,SIGLEC10,RGS20,NEAT1,DOCK10,LOC105376244,RUNX2,ELMO1,ADIPOR2,FTH1,ABCC9,SLC16A1,PDE4B,ZNF98,ARHGAP42,PDGFRA,SLC4A4,PRKCH,TGFB1,FGF13,KCNIP1,CMTM8,MID1,PTCHD4
71,GNA14,CTSZ,RBPMS,LINC01630,BACH1,LPAR6,TFRC,HYCC1,LINC02055,MOBP,ENO4,RIN3,ADIPOR2,RIN3,WIF1,MYT1,SLC1A3,ABCA2,PCSK5,PDE8A,DLC1,SLC7A11,FBLN1,RFX4
72,GLI3,CDKN1A,FAM149A,CD55,SULF2,SLFN12L,ELMO1,SAMD4A,LNC-LBCS,ADGRG6,LINC02930,ZNF804B,RNF152,FGF13,MIR4300HG,DDR2,DOCK5,LINC00511,ST6GAL1,ENO4,SHOC1,CFTR,ELMO1-AS1,SLC16A1
73,SP110,NXN,XYLT1,MARCKSL1,FGD4,PCDH15,LOC101927141,KIAA1217,TLL1,CPVL,SLC4A4,RGS20,ABCA1,LAMP2,MYO16,ABCB1,ABCA1,B3GNT5,TMEM51,CLDND1,PAICS,SRGAP1,IL18R1,ZNRF3
74,PCSK6,BIN2,PRKCH,DOCK2,LINC03048,ACVRL1,CFTR,CMTM8,ENO4,PLPP4,TRIM22,ABCC4,PDE8A,ADCY7,LRIG1,BMP2K,DISC1,ATP11C,PIP4K2A,ABCA1,TP53TG5,PAICS,LINC01931,MKRN3
75,GPC5,NCKAP1L,LINC00320,CAPN3,PACRG-AS3,ANO2,LAMP2,BMP2K,ATP8B4,RBPMS,HIPK2,CLDND1,L3MBTL4,LINC02930,GLIS3,SLC16A1,TMEM165,BTG2,STARD13-AS,HS3ST2,SLC2A3,MTUS1,SLC9A9,CHRNA7
76,ROBO2,FGD2,WWTR1,FGFR2,GNB4,NFATC2,MYO1F,TP53TG5,SLAIN1,PDE8A,SAT1,UST,PLEKHH2,PIP4K2A,PIP4K2A,RFX4,MYO16,PIP4K2A,SRGAP2,KAT2B,LINC01505,SLC24A3,WDFY4,KIF26B
77,CFAP418-AS1,CHST11,BMPR1B,WHRN,LINC01010,ELOVL7,FAM149A,CPQ,TMEM163,USP53,TACR1,NPAS3,MYO1E,DISP1,PDE3A,EMC10,TGFBR1,NID1,ADAMTS9-AS2,LOC101927745,MCAM,HDAC2-AS2,PDGFRB,FTL
78,QDPR,CCDC26,RUBCNL,BCAS1,CRH,LURAP1L-AS1,RFX4,LINC01411,WWTR1,ASPA,FOXP2,SHISA6,ATP10A,CFTR,PDE1C,B2M,SHROOM4,AOAH,SDK1,SLC7A5,LAMP2,XYLT1,FGD4,RELN
79,DEPP1,BACH1,LOC124903183,RUNX2,SHOC1,TMEM123,CHI3L1,LOC105377862,MBP,TP53TG5,KCNQ1,LINC02694,LINC00320,RNF152,CRH,LMO2,TMEM163,MIR646HG,TFRC,CREB5,LOC105378311,RPS6KA1,SLC25A13,SLC25A48
80,LINC01877,LINC02057,RYR3,HIPK2,CFAP418-AS1,CCN1,NTNG1,PCED1B,COL25A1,SLC24A3,MGST1,LMCD1-AS1,LINC02008,EYS,FBXL7,KIAA1217,KIF26B,PHLDB1,PLEKHH1,ABCB1,DLEU1,FGF1,KAT2B,CRH
81,ITGB4,TNS3,CHRNA7,LOC102724768,MAN2A1,ST18,GNG12-AS1,CNR1,LINC01877,LINC02930,CEMIP,SLC44A1,HS3ST5,TACR1,CPQ,SLC44A1,LAMP2,PLPP4,ELOVL7,CALB2,SHISA6,PCSK6,ITPKB,RBPMS
82,BMPR1B,PIK3AP1,RASGEF1B,DAAM2,LOC101927026,NXN,ERBIN,PIP4K2A,NPAS3,PTN,CABLES1,SLC7A11,SLC7A14-AS1,MAN2A1,RELN,FAM149A,PDE8A,MARCKSL1,DISC1,GRIN3A,PDE4B,NTN1,CMTM7,PLEKHA7
83,CD38,HSPB1,SLC16A1,DLEU1,RNASET2,ABCC4,FGF13,LINC00298,FAM149A,RFX4,CHRM5,SCHLAP1,CALCRL,MIR3681HG,DAAM2,LINC01505,HEPN1,DNAH11,TTN,CRH,CMTM8,DISC1FP1,CD44,C8orf34
84,SPON1,PRKCQ,RUNX2,CRYAB,SLC2A3,SAMD4A,RBPMS,SERPINB9,RAB31,PHLPP1,ZNRF3,MYO1E,PALM2AKAP2,DPP10,ARHGAP31,NOS1,NLRC5,COL25A1,GAD2,RYR3,PTPRZ1,SVIL,MTUS1,BMP2K
85,NEK3,ITGB5,TGFB1,ST18,TMEM163,PTGDS,NAMPT,MTUS1,HIF1A-AS3,HCLS1,TF,C8orf34,CFTR,HHATL,HDAC2-AS2,CBR1,LINC00511,AGBL1,FGF13,PLPP3,PLEKHA7,PALM2AKAP2,PLXDC2,SVEP1
86,ZFHX3,LOC105373170,SLC25A13,GRAMD2B,ERBIN,PLD5,SLC2A3,L3MBTL4,LINC01060,SLC16A1,USP53,P2RY12,USP53,CREB5,ELOVL7,HAPLN2,SLC25A13,CBR1,NEDD9,NLRC5,ADAMTS17,LDLRAD3,COL15A1,TGFB1
87,MAML3,TYMP,RNASET2,LINC01411,PLEKHA7,IFI30,HIF1A,CLDND1,L3MBTL4,QDPR,RUNX2,MOBP,SULF1,NPAS3,FGD4,ZNRF3,UACA,ATP8B4,AGBL1,LINC00924,NAMPT,MYO5B,MIR325HG,LINC01876
88,FBXL7,LPAR6,PRUNE2,ABCA8,HPSE2,LMCD1-AS1,NOTCH2,WDR49,LAMP2,ADIPOR2,TTN,PTCHD4,SPON1,LINC00299,EFHD1,CA2,CA8,ELOVL7,QDPR,SHOC1,ACSL1,IL1RAPL2,NEK3,DISP1
