,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31,latent_32,latent_33,latent_34,latent_35,latent_36,latent_37,latent_38,latent_39,latent_40,latent_41,latent_42,latent_43,latent_44,latent_45,latent_46,latent_47,latent_48,latent_49,batch,condition,group
20,-15.446665,-1.4356554,-2.1788046,-4.6088257,3.6604438,-0.26733285,0.83460784,-0.42154986,-0.2954421,-0.2268765,-0.4699884,0.29336107,-0.038370848,-0.1997806,-0.56929773,-0.23905563,0.032210052,0.21306884,0.0033750832,0.25483364,-0.22044232,0.24260072,0.28052673,0.12859923,-0.0044633746,0.11284102,-0.31748697,0.12840453,-0.23661938,0.08900027,-0.07603086,0.19573972,0.2013506,-0.29665387,-0.2023496,0.02193062,-0.3195915,-0.057608604,0.013985693,-0.26905084,0.14204173,0.20636302,0.048359632,-0.17272556,0.08149937,0.1617957,-0.05270493,0.06799743,0.20506877,-0.050140183,0,1,0_1
21,1.9921215,6.4269347,10.969199,2.9495676,-1.5551641,1.1081946,-0.24225593,0.30884674,0.63505256,0.0015848875,-0.4230563,-0.8863199,-0.81196535,-0.11148607,-0.29410124,0.19403088,0.043384314,0.484959,-0.3895164,-0.37377343,-0.19888231,0.009881854,-0.29413536,-0.11390275,-0.0018623173,-0.07228015,0.4326477,0.19507226,-0.051793158,0.1333011,0.012215985,0.12225021,0.054905027,0.19959629,-0.26656497,0.16619019,0.114330485,-0.17044258,-0.053018093,0.04785049,-0.0730778,0.075243354,-0.16822872,0.09517996,0.08146688,0.023540918,0.06347725,0.012201913,-0.04598397,0.007878408,0,1,0_1
22,3.6033082,-18.986183,2.1206827,-5.2858357,0.6822804,1.033283,-3.1743627,-0.96348464,0.27293426,0.62380207,-0.17126957,-0.4932135,0.3614,-0.3017106,0.82080024,0.07952806,0.680008,-0.53649,-0.3673802,-0.21604052,0.08981478,-0.028430536,0.5840891,-0.03604114,0.1282053,0.20356691,-0.21008244,-0.18616807,-0.2372978,0.021716014,-0.14437038,-0.2934473,0.2804912,0.35565776,-0.2427333,0.0019888207,-0.007959157,-0.09108943,-0.15237388,0.012002796,0.039479002,-0.1773513,0.27205953,0.06842798,-0.060119897,0.066828676,0.025568277,-0.2152637,-0.12794456,0.30935758,0,1,0_1
23,9.232828,5.7338543,-4.585734,-0.8430385,0.14415765,-0.05856943,-0.348221,0.3779489,0.37816,-0.45924568,0.6615198,0.75504494,-0.4345122,0.02899313,0.10889984,-0.12735088,0.13269985,-0.1841526,0.026066303,0.21740264,0.19254172,-0.12592182,0.12794061,-0.034098834,0.03204441,-0.13788463,0.20340788,0.14161557,-0.21493886,-0.051273078,-0.070608445,0.044894937,0.19971165,0.04480633,-0.038098007,0.046261728,0.08551349,-0.026610374,0.0463174,0.1723589,-0.08109755,0.1158548,0.07341558,0.11898911,0.0017774403,0.01666813,-0.061984777,0.017780494,-0.077723384,-0.07631607,0,1,0_1
24,-14.846203,1.3010823,-0.67316735,-2.985558,2.550208,-0.70223814,0.55833036,-0.61082804,-0.13977295,-0.23259461,-0.5689431,0.32045907,0.18101463,-0.4381944,-0.06098057,-0.16024105,-0.36147422,-0.035508692,-0.0672563,0.31493625,0.14976776,0.6410974,-0.041400164,-0.25899705,0.055793494,0.042940453,0.05321321,-0.24331403,-0.018847525,-0.023554668,0.30700624,0.15066491,0.073030174,-0.22749901,0.06520653,-0.10257159,0.23475067,-0.0960958,0.03681791,-0.15552902,-0.1717355,-0.07358259,0.014622867,-0.03656646,-0.04296124,0.11503385,-0.042465985,-0.1815961,0.10859975,-0.012645375,0,1,0_1
25,-1.4284163,-16.017895,-2.4649005,0.5833276,1.1252651,0.6683525,0.7594661,0.048924893,0.13734013,0.40135372,0.5737005,0.26358604,-0.19821775,-0.317127,-0.24445173,0.94152474,0.32350686,0.1321209,0.4892612,0.26226833,-0.13243067,0.11220555,-0.48973617,0.41672662,0.3982745,-0.4226523,-0.1875262,-0.042524874,0.26725623,-0.28860196,-0.12592149,0.14555505,-0.21670248,0.09002663,-0.1382466,0.036395654,-0.025185347,0.43860614,-0.24014944,-0.09861368,0.10430519,0.052321076,-0.16681817,0.19810039,0.013010129,-0.011062447,-0.041784048,-0.1956928,-0.005448103,0.12900597,0,1,0_1
26,-13.941349,0.15486658,-0.06788099,-3.2352898,1.6263891,-1.1961889,0.44097936,-0.6643803,-0.22045559,-0.7343166,-0.52686447,0.26057893,0.41852388,-0.113255225,-0.2718758,-0.036750793,-0.111599386,-0.17885625,-0.28146428,-0.16707009,0.117527574,0.32178742,-0.034204632,0.3145327,0.022415757,0.032231167,-0.033688128,-0.2850951,-0.025800884,0.063458696,0.37538677,0.17590322,0.09651217,-0.1537531,-0.003193885,-0.1705003,0.07592042,-0.14747614,0.113897264,-0.08550501,-0.12557963,0.07138252,0.051977545,0.01375404,0.04441166,0.2679541,-0.02254194,-0.1448171,-0.031226486,-0.047443263,0,1,0_1
27,-9.133319,4.9468846,4.004452,1.4081099,-0.15972733,-1.2253919,-0.068656206,0.22777018,0.14686686,-0.5159414,0.3299057,-0.2650543,0.25532988,-0.33100712,0.42105374,-0.110247,-0.083409846,-0.050471842,-0.20380397,-0.3513194,0.4602478,0.09692852,-0.13938335,-0.12269065,-0.13307029,-0.026061729,-0.12581041,-0.0024567246,0.4493998,0.23812397,-0.10788775,-0.33696228,0.11632702,0.1892564,-0.35205936,0.026147395,-0.07381138,0.18512186,0.017403662,0.25770083,0.06607549,-0.039313614,0.06801468,-0.0374991,-0.016554952,0.02273051,-0.090388834,0.15471421,-0.0003116727,-0.15729119,0,1,0_1
28,-6.1457424,6.1200356,5.6530275,2.1596563,-0.48089504,-0.27129722,0.28444237,0.08783433,0.61057407,-0.45497227,0.3331681,-0.5849546,0.43108052,-0.4122715,0.38581535,-0.015475005,0.19422632,0.45798206,-0.08911735,-0.08619192,-0.306547,-0.6737132,0.5420661,-0.064821005,-0.08943945,-0.06362158,0.0923143,-0.10561323,0.16624364,0.30928153,-0.18813515,-0.05697403,0.096342534,-0.046263456,-0.07752985,-0.23905906,-0.004861474,-0.49103576,0.052833676,0.06867486,-0.16970222,-0.15972316,0.008594483,-0.03471794,-0.4349658,-0.050039973,-0.26633233,0.07225252,0.17322934,-0.18596327,0,1,0_1
29,10.727047,4.6697125,-3.7147446,-1.2030623,-0.034810066,-0.4239713,-0.2742793,0.2301468,0.5379431,-0.608284,0.38318604,0.22549617,-0.86308885,0.05196756,0.2327641,-0.114785194,-0.18015367,-0.26678282,-0.1666272,0.009093463,0.12980202,0.026739746,0.1738916,0.12901996,0.13534218,0.24024853,-0.0276272,-0.05668193,0.04934591,-0.10792813,0.0009680835,0.071955115,-0.027376682,0.067026824,0.06155604,-0.060506213,-0.103597924,0.00753963,-0.059166253,-0.09856564,-0.004423201,0.1140942,-0.14220801,-0.09431508,-0.03290549,-0.102926575,-0.08803451,-0.014807627,0.09271395,0.08329589,0,1,0_1
30,-16.052248,5.2648726,-2.8960724,-3.4891396,0.42515552,0.7769514,0.46756697,0.8757726,-0.9565756,-0.5045798,-0.05603361,-0.11154193,-0.060822606,1.3895022,0.53327554,-0.28122738,0.43965998,-0.11651975,0.14521983,-0.21476081,-0.5530946,0.32420576,-0.06432465,0.026068136,-0.00944075,0.045186087,0.19921091,0.07824075,0.49691454,0.31713635,0.11964981,-0.13028643,-0.02297625,-0.08164409,-0.18598378,-0.12914297,-0.10106191,0.17493665,-0.02313155,0.0785248,0.021696597,-0.091398716,-0.21818826,0.15253928,-0.043436095,-0.025302129,-0.084172845,0.008519173,-0.075048506,0.022114173,0,1,0_1
31,-1.0954957,-15.342199,-2.7006052,2.6231117,-0.18783331,0.2274465,0.60613894,1.1291742,0.61824316,0.5253966,0.09396607,0.32471287,0.03499657,-0.19334114,0.13482168,0.31373942,-0.46065408,0.011673331,0.14685407,0.09677644,0.037209302,-0.024355784,-0.122041166,-0.24230343,0.0916042,0.2914126,0.15872103,0.31290507,-0.0054417253,0.30037028,0.14012218,0.24966647,0.06722775,0.032570243,-0.058272094,0.035273314,-0.025730133,-0.045146167,-0.2543221,0.09428316,-0.055509076,0.045721054,0.08721995,0.0700548,0.01631777,-0.22851332,-0.25901175,0.18822813,0.029384851,0.01996135,0,1,0_1
32,9.099141,-1.2869233,4.6991835,-8.665428,-3.9096317,0.5949629,1.566249,-1.5051519,-1.7465093,0.11712062,0.9490866,0.10250807,-0.17275989,-0.23996036,0.7708443,-0.30453715,-1.0325336,-0.017043412,-0.06799877,-0.17755684,-0.1403853,-0.092741944,0.1651696,0.1755114,0.2286721,-0.21045475,0.018371701,0.010523945,-0.06885308,-0.4617084,0.06399987,-0.22950235,-0.09236503,0.14650485,-0.115054965,0.0822466,-0.057072848,-0.050158918,0.05038345,-0.18611127,0.130314,0.14754552,0.18019383,-0.23929614,-0.007488698,0.02392244,-0.058690667,0.22194767,-0.038737774,0.018293254,0,1,0_1
33,-11.931025,9.23062,-0.314021,-1.9072356,-1.6352582,1.207835,-0.38229,0.64233065,0.19564098,-0.20698428,-0.00085788965,0.092876315,0.781314,0.407504,0.11639307,-0.31363022,0.2789325,0.23969626,-0.2762134,0.43163374,-0.6407957,-0.21951361,-0.094329536,0.15685683,0.6157817,0.1736361,0.20683193,0.07441887,-0.063379675,-0.013012677,0.020194136,-0.13983707,-0.012855023,-0.14316463,-0.03709069,-0.2216215,0.089959875,0.13076067,-0.44619915,0.020251065,0.01240246,0.174941,0.026648521,0.061313704,-0.15188284,0.017930355,-0.18531013,-0.0060238913,0.029433608,-0.09390655,0,1,0_1
34,11.452561,5.1238055,-1.9417983,-2.19046,1.1025121,0.3981301,0.5162749,0.32062945,0.39035922,0.22740316,-0.18877602,0.11695188,0.43467292,0.08408064,-0.19543245,0.095440745,0.3060563,-0.2983415,0.07880232,-0.16518468,-0.01345019,-0.09954608,0.028998151,-0.25853783,-0.22827727,-0.16664796,0.16751297,0.38664642,0.09175268,0.084372625,0.14581643,-0.16165283,0.07144767,0.15133622,0.16351397,0.11632541,0.063900664,-0.058511794,-0.11740857,-0.045114696,-0.1892804,0.028330445,-0.13177475,0.023344219,-0.009496063,-0.17420149,-0.16884524,0.14575276,-0.036165,0.06468401,0,1,0_1
35,-14.911402,2.2865427,-0.29853487,-3.5423923,1.022061,-1.0313115,0.11500776,0.00032556057,-0.6532171,-0.30892146,-0.19011828,0.1583286,-0.031831145,0.06741768,-0.111997284,0.1730156,0.3679985,-0.14336717,0.33203346,-0.30892769,-0.26704887,0.19488229,0.08660938,0.22372301,-0.25741464,0.43827176,-0.28976014,0.05960375,-0.27827376,0.09399368,-0.017537978,0.11212909,0.0824095,0.106251046,-0.27671945,0.11090954,-0.05872807,-0.34539825,-0.10807431,0.06670892,-0.083067626,0.12571365,-0.040616155,-0.077165216,0.12906319,-0.10010702,0.044881642,-0.07693307,-0.03086099,-0.0060139447,0,1,0_1
36,-14.233288,6.6708045,-0.13212669,-1.6537704,0.52141106,-0.31461543,-0.10273862,0.10310355,-0.55015785,0.37586606,0.12291205,0.1472013,-0.121881545,-0.104658745,0.25277284,0.6396328,0.25191236,-0.5375577,0.28221,-0.19473064,0.16448209,0.13949163,-0.016898036,-0.20684803,0.3846624,-0.13745959,-0.161989,-0.07560822,0.17087421,-0.0965637,-0.03029868,-0.12724343,-0.06494209,0.08646394,0.022467911,-0.20130153,0.10598789,-0.09897405,0.09324658,0.10328433,-0.010906905,-0.038871944,0.011723667,-0.12557936,-0.03715001,-0.054854877,0.16263989,0.064137615,0.02475959,-0.069181725,0,1,0_1
37,0.17221546,-19.175596,-2.5081143,-2.8595808,3.880173,2.09265,-0.8502332,-0.42578688,0.1174666,0.18008101,-0.31590724,-0.17482919,0.122544676,0.17441517,0.70924807,-0.053324476,0.31298637,0.41200078,0.155451,-0.16398129,0.0850566,-0.022585317,0.09123415,0.20667328,0.07922077,0.019609444,0.028422415,-0.12228477,-0.2741062,0.047318652,0.12874621,-0.31584826,0.07265508,0.1069631,0.32735512,-0.01582183,0.43056244,-0.15025306,0.03624642,0.14532983,-0.24582258,0.038847864,-0.10541314,0.08240564,0.20687568,0.18738796,0.26555598,-0.05013144,0.049446672,0.035820886,0,1,0_1
38,10.163621,6.016714,-4.1923227,-1.0785449,0.42150486,-0.37131476,-0.4963324,0.45131925,0.34253955,-0.48884296,0.3111862,0.46936893,0.019198775,-0.17202339,0.08881415,-0.21158072,0.17330134,-0.024717331,-0.15601322,0.18281603,0.47777176,0.017161235,-0.00050619245,0.26234475,-0.1386404,-0.17082669,0.24805173,0.016898066,-0.30124408,-0.026957124,-0.1483309,-0.14450821,0.1657665,-0.11466348,-0.20547831,0.14324178,0.1938302,0.09523082,0.10715896,-0.0003799498,0.02957867,0.07813299,0.09361932,0.035126388,0.15707979,0.036013957,0.09617874,0.074744195,0.074309796,-0.07704827,0,1,0_1
