,ASW_label,ARI,NMI,1-cLISI,bLISI,ASW_batch,kBET Accept Rate,graph connectivity,PCR_batch,pos rate,true pos rate,F1 LISI
X_pca,0.6578087657690048,0.7451427548166095,0.670793655500842,0.9627744796077133,0.18028366419052935,0.8382834154324641,0.4168700693010432,0.8752658956691798,0.0,0.844999641036686,0.14299662574484887,0.30369848098198815
