,ASW_label,ARI,NMI,1-cLISI,bLISI,ASW_batch,kBET Accept Rate,graph connectivity,PCR_batch,pos rate,true pos rate,F1 LISI
X_pca,0.6764724552631378,0.5365197763022479,0.6183365488233278,0.9720444014614099,0.3587477648969883,0.8831336823683349,0.34098864569076925,0.9198934861440022,0.0,0.8842857142857142,0.2966517857142857,0.5240769599044927
