,ASW_label,ARI,NMI,1-cLISI,bLISI,ASW_batch,kBET Accept Rate,graph connectivity,PCR_batch,pos rate,true pos rate,F1 LISI
X_pca,0.5570526011288166,0.0989779407952441,0.22737686500103035,0.834943676373826,0.34254325677722214,0.8441936109335172,0.10628878114184159,0.9794110105053397,0.0,0.916579679888657,0.1346990257480863,0.4857876857542141
