,ASW_label,ARI,NMI,1-cLISI,bLISI,ASW_batch,kBET Accept Rate,graph connectivity,PCR_batch,pos rate,true pos rate,F1 LISI
X_pca,0.7259790301322937,0.5936268700327589,0.6850823958581167,0.9753349157969582,0.2849101130418951,0.8235166865363667,0.5062134106416357,0.8698679517821823,0.0,0.9017071519891705,0.26366849665338044,0.4409980198365874
