,ASW_label,ARI,NMI,1-cLISI,bLISI,ASW_batch,kBET Accept Rate,graph connectivity,PCR_batch,pos rate,true pos rate,F1 LISI
X_pca,0.5489600077271461,0.04872580923940771,0.17682413636213512,0.7967973387910039,0.3032715207292621,0.8809122530784422,0.04681539668415646,0.9715526130929222,0.0,0.8954176231679322,0.05878068161751722,0.43932875393556237
