,ASW_label,ARI,NMI,1-cLISI,bLISI,ASW_batch,kBET Accept Rate,graph connectivity,PCR_batch,pos rate,true pos rate,F1 LISI
X_pca,0.7148087471723557,0.8701172554775843,0.9110880646155501,0.9985570558387373,0.19889488912435824,0.7379114298394449,0,0.9912163726875894,0.0,0.9823009344123038,0.2053993234079969,0.33171752025758694
