,ASW_label,ARI,NMI,1-cLISI,bLISI,ASW_batch,kBET Accept Rate,graph connectivity,PCR_batch,pos rate,true pos rate,F1 LISI
X_pca,0.499416173028294,0.40882854640842553,0.5879409044618109,0.9717499861790869,0.10296317113072113,0.828520825265323,0.487491626701984,0.7200164510214591,0.0,0.5644378233391603,0.07783848434879227,0.18619751594683506
