,ASW_label,ARI,NMI,1-cLISI,bLISI,ASW_batch,kBET Accept Rate,graph connectivity,PCR_batch,pos rate,true pos rate,F1 LISI
X_pca,0.7043484747409821,0.7213580252594112,0.884051851290808,0.9987629024134598,0.1891684930675228,0.7759521141134668,0,0.9922833328410521,0.0,0.985060666529594,0.24254251529885204,0.3180898726980807
