,ASW_label,ARI,NMI,1-cLISI,bLISI,ASW_batch,kBET Accept Rate,graph connectivity,PCR_batch,pos rate,true pos rate,F1 LISI
X_pca,0.6261007785797119,0.9145415262913972,0.9384762873472504,0.9992982042139417,0.08995229448902162,0.9185100804120321,0,0.9990666866137913,0.0,0.9934918225867985,0.0010708305057148596,0.165047739624337
