,ASW_label,ARI,NMI,1-cLISI,bLISI,ASW_batch,kBET Accept Rate,graph connectivity,PCR_batch,pos rate,true pos rate,F1 LISI
X_pca,0.6739255338907242,0.8382552621262178,0.8873739045198015,0.9986556218841696,0.10670319327989301,0.8221109712404641,0,0.9946244598655873,0.0,0.983707139182607,0.08184450711828595,0.19280570685301351
