,ASW_label,ARI,NMI,1-cLISI,bLISI,ASW_batch,kBET Accept Rate,graph connectivity,PCR_batch,pos rate,true pos rate,F1 LISI
X_pca,0.5038339528255165,0.3565778077926594,0.5781978450071332,0.9725576898257642,0.15103684696836248,0.7832019037208118,0.4427172593691693,0.6533648422958861,0.0,0.5735683334307398,0.12889382415068504,0.26146806905137654
