,ASW_label,ARI,NMI,1-cLISI,bLISI,ASW_batch,kBET Accept Rate,graph connectivity,PCR_batch,pos rate,true pos rate,F1 LISI
X_pca,0.5385043993592262,0.08677115408291168,0.20279125610085433,0.806663957752026,0.27123366772779944,0.9317471545025188,0.020055851938554414,0.9915689233039694,0.0,0.9049820348786259,0.031241784243274034,0.4059651282514116
