,ASW_label,ARI,NMI,1-cLISI,bLISI,ASW_batch,kBET Accept Rate,graph connectivity,PCR_batch,pos rate,true pos rate,F1 LISI
X_pca,0.5385043993592262,0.08677115408291168,0.20279125610085433,0.806663957752026,0.2773447673737656,0.9136241186677166,0.06391943487850171,0.9915689233039694,0.0,0.9049820348786259,0.0869336605030234,0.4127716364747436
