,ASW_label,ARI,NMI,1-cLISI,bLISI,ASW_batch,kBET Accept Rate,graph connectivity,PCR_batch,pos rate,true pos rate,F1 LISI
X_pca,0.6387152671813965,0.5820336024399321,0.6192846571937629,0.950413858937038,0.2554254324668284,0.8460906427245248,0.566606187579216,0.8478437070356556,0.0,0.7924555711587816,0.354752796474747,0.40264050553342545
